"gene","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj"
"Eef1a1",0.0288766080955827,0.468106786768617,1,0.684,1
"Sqstm1",0.0293602636273366,0.445257297146558,0.5,0.194,1
"Cenpa",0.029408764546774,0.343306169488464,0.25,0.062,1
"Mat2b",0.029558912538911,0.540084271177009,0.375,0.115,1
"Gm4987",0.0297311062258052,0.423428648371099,0.125,0.02,1
"Ap3s1",0.0297759493641933,0.404384088337882,0.375,0.12,1
"Slc7a4",0.0301748665281136,-0.906787863312201,0.375,0.778,1
"B3gat3",0.0302859269446872,0.411014654258854,0.125,0.02,1
"Rps11",0.030357390120912,0.480718990368077,0.75,0.36,1
"Alox5ap",0.0306108646201449,0.708533496880278,0.875,0.668,1
"Gm13683",0.0306230711350364,0.264376473147967,0.125,0.02,1
"Atp11b",0.0306311362312169,0.523744706863913,0.5,0.197,1
"Cct4",0.0308615869602125,0.410508886301528,0.375,0.12,1
"Xylt2",0.0313070379146492,0.251845663163867,0.125,0.02,1
"Picalm",0.0313766562422423,-1.03611621202793,0,0.385,1
"Jarid2",0.0314304948597691,0.277355708004083,0.25,0.062,1
"Cdc37",0.0315821360386677,0.706162443723845,0.25,0.07,1
"Sec31a",0.0320032284693972,0.442676462084604,0.25,0.065,1
"Rpl18-ps1",0.0323912798204932,0.438148403180912,0.875,0.598,1
"Tgfbi",0.0326769551413278,-1.01849727279825,0,0.381,1
"Sirpa",0.0327715540098859,-0.890227865919873,0,0.381,1
"Ap3b1",0.0328523190813308,0.316954280521103,0.25,0.065,1
"Rassf2",0.0330708467159856,0.310279754835803,0.375,0.117,1
"Cnot10",0.0335314046508292,0.255124094119829,0.125,0.02,1
"Lcn2",0.0338275437004947,-2.1356125409676,0,0.378,1
"Cyba",0.0339926448085621,-1.0090918566639,0.125,0.522,1
"G0s2",0.0340226033352027,-1.48981159200683,0,0.377,1
"Dmxl2",0.0341947762203641,0.583923760828314,0.25,0.069,1
"Lyn",0.0342186142174182,-0.912560768091729,0,0.376,1
"Fgr",0.0344155801945797,-1.01961938127144,0,0.376,1
"Ubap2",0.0346588409709827,1.24089544964805,0.125,0.021,1
"Wiz",0.0350884331363261,0.256527213767703,0.125,0.02,1
"Slc16a3",0.0353815382308854,-1.14387418131641,0.125,0.463,1
"Rpl18",0.0353824724226169,0.692749425283416,0.75,0.458,1
"Letm1",0.0354148686419425,-1.02537609082942,0,0.373,1
"Ppp1r11",0.035434692128333,0.347229849752288,0.25,0.066,1
"Prmt8",0.035528721215225,0.251124044584202,0.125,0.021,1
"Homer2",0.03590719049668,0.263370007987149,0.125,0.021,1
"Mrpl33",0.0361288869784063,-0.845695677055039,0,0.371,1
"Bub3",0.0361604946034724,0.65608044992628,0.25,0.069,1
"Srebf2",0.0362189299019863,0.300401813601085,0.25,0.066,1
"Birc3",0.0364235797352936,0.260532192109606,0.5,0.175,1
"Plekhg3",0.0369452098435819,0.252905981073717,0.5,0.177,1
"Gm16286",0.037081842485021,0.278743070933752,0.25,0.065,1
"Adgrg3",0.0371079990418755,0.402497890160257,0.125,0.021,1
"Ets2",0.037171141377378,-1.15451321234969,0.125,0.459,1
"Gm7536",0.0373911311808802,0.474439619214321,0.25,0.07,1
"Mob1b",0.0379555573540377,0.549668545653474,0.25,0.066,1
"Gtpbp1",0.0379790652587819,0.480455434864058,0.25,0.068,1
"Nudt4",0.0381286262955454,-0.966580309663623,0,0.365,1
"Thbs1",0.0381988645444202,-3.02536584451783,0.125,0.456,1
"Rfc2",0.0385613460656452,0.668509194790727,0.75,0.406,1
"Gm14984",0.0385817753653426,0.263327833182685,0.125,0.021,1
"Gm9840",0.0389589639196815,0.522921704792195,0.25,0.07,1
"Gm9920",0.0390667997921851,0.378222046503972,0.875,0.418,1
"Bhlhe40",0.0390868376714134,0.467050542893096,0.25,0.066,1
"Plbd1",0.0393285778560641,-0.886263804192582,0,0.362,1
"Sirpb1c",0.039550145285324,-0.875579749980193,0,0.362,1
"Mcemp1",0.0396613243975759,-0.991540726437011,0,0.361,1
"Mapkapk3",0.039902890870585,0.301166949354276,0.25,0.068,1
"Rps12-ps3",0.0405267461689791,0.283817947937257,0.5,0.185,1
"Fcgr3",0.0405499224935405,0.602866778425846,0.75,0.428,1
"Syncrip",0.0406141473367786,0.339198540172383,0.25,0.068,1
"Gm12396",0.0409720747895277,0.951329175631967,0.375,0.135,1
"Gm21092",0.0410181419589004,0.411266399218662,0.25,0.067,1
"Rpl15",0.0410788408079376,0.448344637651341,0.75,0.354,1
"Kctd12",0.0413651060085195,-1.38404920940015,0.125,0.455,1
"Dmtf1",0.0414219361529325,0.280959688289657,0.25,0.066,1
"Prkcsh",0.0414588337116987,0.258794951631596,0.125,0.021,1
"Rcn2",0.0418679960904604,0.406279521633079,0.125,0.022,1
"Spi1",0.0418908580580714,-0.907100017611472,0.125,0.49,1
"2810474O19Rik",0.0420578880552409,-0.898113678734242,0,0.355,1
"Slc37a1",0.0421657001309194,0.254848655319889,0.125,0.021,1
"Srsf9",0.0422503384309043,0.438616190758535,0.25,0.07,1
"Slfn1",0.0422923811809223,-1.21503919775208,0,0.355,1
"Nadk",0.0425279782121686,-0.775398377836486,0,0.354,1
"Sptbn1",0.0425402417610738,0.48434184786809,0.25,0.072,1
"Swt1",0.042657432640389,0.293556858435746,0.25,0.067,1
"Glul",0.0426898896618859,0.906669376045948,0.375,0.148,1
"Rplp2",0.0428797312329981,0.351710931227133,1,0.651,1
"Atg7",0.0429114173981151,0.380046555128664,0.375,0.134,1
"Tmc6",0.0429394631796519,0.349644508010397,0.25,0.071,1
"Samhd1",0.0430157804276217,-0.948811656400787,0.375,0.685,1
"Gm5845",0.0432617230976375,0.424079759416677,0.125,0.022,1
"Ptgfrn",0.0435319273309952,0.415366664090715,1,0.934,1
"Zfc3h1",0.0435844885853123,0.391112848694193,0.125,0.022,1
"Med27",0.0437301749733927,0.256174391739923,0.125,0.022,1
"Exosc2",0.0441273309169564,-0.829936378949144,0.125,0.446,1
"S100a11",0.044564172845384,-1.33847382074907,0.75,0.79,1
"Ddx26b",0.0445681086432042,0.433062722533021,0.25,0.069,1
"Fpr2",0.045318079453753,-1.26270996591362,0,0.347,1
"9930111J21Rik2",0.0453191860368453,-0.856314605320724,0.375,0.618,1
"Csf2ra",0.0458187586349426,-0.821712637026186,0,0.346,1
"Stt3a",0.0464165733505394,0.353432664821441,0.25,0.072,1
"Trib1",0.0464511742875556,-1.03177875822174,0,0.345,1
"Vkorc1",0.0467600282287374,0.382874820807771,0.125,0.022,1
"Zfp362",0.0469126578424807,0.461383089305593,0.125,0.022,1
"Pcmtd1",0.0472351130890353,0.638914208568658,0.25,0.074,1
"Whsc1l1",0.0474966146162127,0.316609284006691,0.375,0.133,1
"Pirb",0.0476081161398162,-0.706604302636828,0,0.342,1
"Dusp18",0.047679637240785,0.519188235046775,0.25,0.077,1
"Klhdc10",0.0476821072260818,0.251889513315732,0.125,0.022,1
"Vamp5",0.0478161639660937,0.524493523003414,0.25,0.07,1
"Pilra",0.0481300734778229,-0.919442263555267,0,0.341,1
"Sep15",0.0481674746296778,0.400764780094779,0.375,0.135,1
"Wfdc21",0.0482613158734686,-1.17552391145263,0,0.341,1
"Rab8a",0.0486288843301874,0.286094201978877,0.75,0.322,1
"Myh9",0.049052381257364,0.398859384581085,0.75,0.404,1
"Gm5844",0.0491579038740212,0.253888769098013,0.125,0.023,1
"Dock8",0.0494785633171791,0.46798740728433,0.5,0.21,1
"1110038F14Rik",0.0496851445571135,0.405579555910162,0.125,0.023,1
"Rbms1",0.0498135554845447,-1.03757512413832,0.25,0.554,1
"Pex2",0.0499531276401212,0.251331657914095,0.125,0.023,1
"Limd2",0.0499853528658797,0.744138295831136,0.75,0.44,1
"Cd24a",0.0502665377708712,-0.953703018626106,0,0.336,1
"Rps9",0.0502993303944105,0.41614321419143,1,0.882,1
"Aes",0.0503338269649306,0.339688957481763,0.625,0.284,1
"Lin7c",0.0506172820694337,0.251040490435297,0.25,0.07,1
"Anxa6",0.0512716696185824,0.507399659258485,0.375,0.145,1
"Arhgap9",0.0520808968850963,0.67200628855223,0.5,0.211,1
"Rps5",0.0531295137617989,0.283478275901531,0.875,0.428,1
"Pofut1",0.0536409471009719,0.322409788661984,0.125,0.024,1
"Vasp",0.0538518783286245,0.617298009855453,0.75,0.442,1
"Usp30",0.053975584735748,0.360710731136178,0.125,0.024,1
"Pip5k1c",0.0544789513583942,0.401109250102233,0.375,0.14,1
"Gm15039",0.0545023921549155,0.715720274637113,0.875,0.692,1
"Chd8",0.0549439519644214,0.561676558466973,0.25,0.08,1
"Rps6-ps4",0.0549825881265483,0.410990483598689,0.125,0.024,1
"Rps23",0.0556062699229843,0.330365658139178,0.5,0.197,1
"Gm10126",0.0556571243889562,0.308199515640346,0.625,0.269,1
"Casc3",0.0557712974759504,0.268613423635506,0.25,0.072,1
"Khdrbs1",0.0558782404732595,0.299065549696637,0.375,0.137,1
"Psenen",0.0560070438402661,1.19107595842944,0.5,0.239,1
"Gmcl1",0.05617877932878,0.490090027262755,0.125,0.024,1
"Klf7",0.0563645972199298,0.73116052117538,0.375,0.163,1
"Rpl19-ps11",0.0566626734495373,0.585175875213341,0.75,0.433,1
"Ccdc71l",0.0572497196101317,0.295048435511917,0.25,0.072,1
"Sp1",0.0574451595011708,0.704887700892721,0.375,0.152,1
"Hhex",0.0575015019928047,0.401186485053816,0.25,0.073,1
"Pabpc1",0.0581521871908869,0.469460767379792,0.875,0.543,1
"Sorl1",0.0583510763773029,-0.993885569764912,0.25,0.599,1
"Shisa5",0.0584422103288921,-1.08677071840225,0.125,0.473,1
"Tspan13",0.0586962242841846,-0.736978726230991,0,0.32,1
"Atp5l",0.0588514261499221,-0.610901629433634,0,0.319,1
"Ap1g1",0.0589753947986549,0.406716601222004,0.25,0.077,1
"Rdh13",0.0590800638083164,0.412409686965792,0.125,0.024,1
"Ehd1",0.0592004556223208,0.410006838010957,0.5,0.198,1
"Dnaja1",0.0593204240199021,0.447263852666242,0.5,0.229,1
"Snrnp200",0.0598643315120292,0.262305444539676,0.25,0.074,1
"Trp53",0.0605908025299198,0.464362836011664,0.25,0.075,1
"Dhrs7",0.0609008412580066,-0.723961458180185,0,0.316,1
"Txndc9",0.0609267411046003,0.264592713137186,0.25,0.075,1
"Srsf5",0.0610022730516816,0.418459887784232,0.875,0.532,1
"Ctla2a",0.0610609569938533,-0.650971384199764,0,0.315,1
"Plaur",0.0612214284247957,-0.798039365068574,0,0.315,1
"Nktr",0.0612818547187538,0.310470675825056,0.375,0.134,1
"Tex2",0.0613525744213627,0.692740026679437,0.125,0.025,1
"Nisch",0.0615434412094385,-0.777132255176696,0,0.314,1
"Klf3",0.0615910183425604,-1.04347053599841,0.125,0.423,1
"Ric8",0.0617671996145877,0.293698609421071,0.25,0.075,1
"Tmed9",0.062087118214884,0.44676127457296,0.25,0.078,1
"Mfsd4",0.0625516338362353,0.399247613994565,0.625,0.313,1
"Psmb1",0.0627738755742698,0.570927687110642,0.375,0.163,1
"Ivns1abp",0.0632394911332702,0.317989175981896,0.25,0.075,1
"Spin1",0.0635973706365999,0.36935022737029,0.25,0.075,1
"Rpl36al",0.0638709533245484,0.264237238115081,0.375,0.138,1
"Themis2",0.064004520351206,-0.747806424754298,0,0.31,1
"Prrc1",0.0642235266830593,0.407191401469276,0.125,0.025,1
"Rap1b",0.0642358894624314,0.47790899040571,0.875,0.51,1
"Serbp1",0.0646367345525633,0.428424716809199,0.5,0.232,1
"Prkar1a",0.0646746904240274,-0.827898576603903,0,0.309,1
"Serf2",0.0656208302729237,0.368475586205194,1,0.665,1
"Mbp",0.0656910733816385,-0.742632661365363,0,0.307,1
"AI314180",0.0657500993600316,0.264533139979238,0.25,0.075,1
"Mark2",0.0659879749965661,0.34943409329897,0.5,0.219,1
"Ykt6",0.0660540899377449,0.44067846699255,0.25,0.082,1
"Arpc5",0.066097791066903,0.506577709616531,1,0.6,1
"Kif5b",0.0662190152089355,0.372761852256819,0.5,0.228,1
"Ap2b1",0.0663919765639513,0.283128049560101,0.25,0.077,1
"Gm15542",0.0667851959517336,0.407881669836166,0.25,0.078,1
"Bin2",0.066981922082415,0.71545334279758,0.5,0.262,1
"Aqr",0.0672179527337745,0.431510849019139,0.25,0.077,1
"Tnfrsf1b",0.0672409778307294,-0.85045050883018,0,0.304,1
"Eml3",0.0672949361531198,0.336523824254611,0.125,0.025,1
"Rpl10a-ps1",0.0677442580582427,0.419465553539468,0.5,0.216,1
"Gcnt2",0.0679396943873051,-0.858306674970886,0,0.303,1
"Pygl",0.0693198437079668,-0.957178384372321,0.125,0.405,1
"Rps25-ps1",0.070290443439089,0.25194898558109,0.625,0.284,1
"Miip",0.0704014653435225,0.41955585340546,0.375,0.146,1
"Ddx39",0.070433828159148,-0.61365342075972,0,0.299,1
"Rhog",0.0712221995992957,-1.0138698609852,0.25,0.494,1
"Btg2",0.0716115497796725,-1.09631171588624,0.75,0.817,1
"Raf1",0.0717096950400824,-0.721332556655182,0,0.297,1
"Fbxl5",0.0717096952939299,-0.771951507564692,0,0.297,1
"Ms4a6c",0.0722031971463839,0.424879514854678,0.375,0.143,1
"Tgoln1",0.0724787618618577,0.507483940612227,0.5,0.233,1
"Copz1",0.0730099545808025,0.301636673388649,0.25,0.079,1
"Hsf1",0.0730307277715004,0.403355758782146,0.125,0.026,1
"Ucp2",0.0730504423717665,-1.15510635235492,0.5,0.665,1
"Gm13777",0.0734275035695057,0.425021973285647,0.25,0.081,1
"Gadd45a",0.0739424690799266,-0.91200020751941,0,0.294,1
"Cdk2ap2",0.0741156838732107,-1.36230300411864,0.25,0.553,1
"Dnajb9",0.0743336113873519,0.455299718085114,0.25,0.08,1
"mt-Atp6",0.0744590716172661,-0.337566434767219,1,0.528,1
"Il1rn",0.0746996994113455,-0.741901613518025,0,0.293,1
"Nfkbiz",0.0759872648073022,0.419216077723247,0.625,0.335,1
"Ncaph2",0.0763098926229453,0.741664636189229,0.125,0.027,1
"Dnajb14",0.0763755813456779,0.426217023145815,0.25,0.083,1
"Ifngr1",0.0766216036146441,-0.811886187195302,0,0.29,1
"Hk2",0.0766902102072198,0.404726774640771,0.25,0.082,1
"Cfl1",0.0768922124402935,-0.8747095840726,0.625,0.791,1
"Arg2",0.0770109746092609,-0.808213342872725,0,0.289,1
"Dcaf12",0.0771605694378003,0.688204339548071,0.25,0.087,1
"Snf8",0.0772065923356389,0.580769384348008,0.75,0.491,1
"Socs1",0.0782188463485858,0.477352525260669,0.125,0.027,1
"Alox5",0.0786402663538135,0.349672368992498,0.5,0.206,1
"Hnrnpf",0.0786844874076081,0.590792353165773,0.75,0.476,1
"Gzmb",0.0787791783867606,0.318320796434874,0.125,0.026,1
"Wasl",0.0789112681739046,0.36490850702889,0.125,0.026,1
"Ptp4a1",0.0793455195838158,-0.883611550436953,0.125,0.473,1
"Chp1",0.0799851549596306,-0.712580234894282,0,0.285,1
"Phf3",0.0801642833464935,0.527465159355112,0.25,0.087,1
"H2-Q10",0.0815807005265525,-1.01253052544039,0.375,0.532,1
"Cd14",0.0820216566135998,-1.20208261384771,0,0.282,1
"Trib2",0.0820780472720214,0.378145749174068,0.125,0.027,1
"Capza1",0.0825905383343334,-0.736991053762755,0.125,0.39,1
"Atg3",0.0828485018846715,-0.624840617859088,0,0.281,1
"Spty2d1",0.0833002167417556,0.507188161617816,0.25,0.081,1
"Ppp1r2",0.0841020505680184,-0.721580158764502,0,0.279,1
"Irg1",0.0845047223020564,0.655734015795504,0.375,0.156,1
"Anxa4",0.0848994807687975,0.309821135789673,0.125,0.027,1
"Cybb",0.0853716913961469,-1.14721183975374,0,0.277,1
"Rnf149",0.0863409338615827,-1.19672646992223,0.375,0.573,1
"Rasgrp4",0.0868735122033349,-0.654592713873712,0,0.275,1
"Usp34",0.0870094877956597,0.620287475426653,0.25,0.091,1
"Ddx6",0.087089882378184,-0.639737198161523,0,0.275,1
"Plgrkt",0.08732697603507,1.00019380541352,0.25,0.087,1
"Pura",0.0874720297355809,0.298739449812222,0.25,0.084,1
"Gm12504",0.0875520543863894,0.284167507635474,0.5,0.223,1
"Gm11444",0.0877491948401306,0.614471627262292,0.625,0.322,1
"Mina",0.0879403646561341,0.703572203849736,0.125,0.028,1
"Manf",0.0882573063641891,0.617569525772262,0.25,0.084,1
"Tuba1a",0.0885179183318432,0.273135527622561,0.375,0.152,1
"Slc15a3",0.0886173581679509,-0.743442042162052,0,0.273,1
"Mgst1",0.0890579475335632,-0.778825826596675,0,0.272,1
"Loxl2",0.0890924285553782,0.337115540238245,0.625,0.396,1
"Vdac2",0.0898459228030202,0.319661084846908,0.375,0.15,1
"Prps2",0.0906577146556907,0.332083239197917,0.125,0.028,1
"Srsf11",0.0915042194717094,0.566862258215943,0.25,0.091,1
"Coro7",0.0917371991524974,0.478094441726895,0.125,0.028,1
"Ell",0.0928853258442504,0.276467314387069,0.25,0.086,1
"Eif3k",0.0931185135195707,0.336821796750186,0.375,0.16,1
"Gpx4",0.0938773820245087,0.334482822670968,0.625,0.348,1
"Hbp1",0.0945305779890388,0.583703311137337,0.375,0.175,1
"Mgat1",0.0967773473849208,0.27130575631153,0.25,0.086,1
"Itch",0.0969186485412315,0.472763892759214,0.25,0.089,1
"Plrg1",0.0978450853764574,0.739510780074602,0.125,0.029,1
"Abhd4",0.0990789239634852,0.525584766734323,0.125,0.029,1
"Jade2",0.0994389102456065,0.361280747205483,0.25,0.086,1
"Vamp8",0.100451862271255,-0.627970365319992,0,0.258,1
"Cd44",0.100767212767312,-1.02162821457277,0.375,0.6,1
"Tvp23b",0.100825373578648,0.439245570461874,0.125,0.029,1
"Akna",0.100942193368335,-0.539114723063528,0,0.257,1
"Rps19",0.100957366537686,0.295013282877413,0.625,0.303,1
"Gm14513",0.101681531159027,0.416416970893034,0.5,0.255,1
"Nsun2",0.10183472521054,0.350458321106053,0.125,0.029,1
"Rab27a",0.102328083744868,0.370947264034837,0.5,0.255,1
"Calr",0.102425500321262,-0.808673001464095,0,0.256,1
"Klf11",0.102988383174678,0.392982309278836,0.25,0.089,1
"Ciao1",0.103041644835308,0.352035990490653,0.125,0.03,1
"Wdr89",0.103296714933763,0.337697894001785,0.625,0.361,1
"Selplg",0.103348592027647,-1.20609918310546,0.625,0.635,1
"Fbxl19",0.104397610325211,0.420206252641293,0.25,0.087,1
"AW549877",0.105858360304623,0.529393571905912,0.125,0.03,1
"Jund",0.106138293081422,0.468245044437757,1,0.635,1
"Rchy1",0.107765144607186,-0.721852520213745,0,0.25,1
"Gpcpd1",0.10778073921604,-0.870918666068435,0.125,0.364,1
"Churc1",0.108686428518162,0.358109362549698,0.625,0.327,1
"Slc40a1",0.110125656969906,-0.912094865545626,0,0.247,1
"Stat6",0.110390657792,-0.628508361900391,0,0.247,1
"Arpc3",0.110471279701355,-0.707377854094817,0.375,0.571,1
"D1Ertd622e",0.110656206476191,-0.648156350654743,0,0.246,1
"Fam134b",0.110922304315817,-0.669556874669878,0,0.246,1
"Arrb2",0.111098787389006,0.325219703255845,0.5,0.243,1
"Fzr1",0.111383704832217,0.552837011770575,0.125,0.031,1
"Map4k2",0.111456151192345,-0.644072264201679,0,0.246,1
"Itga4",0.111456151695834,-0.686826170126228,0,0.246,1
"Atp1b3",0.111456151787377,-0.730073558669896,0,0.246,1
"Gpsm3",0.111700738206842,-0.644241105778406,0.125,0.383,1
"Azin1",0.11179552015663,0.594365509039408,0.25,0.099,1
"Vapa",0.111861195705788,0.591962808436939,0.375,0.185,1
"Tbc1d15",0.112352061337462,0.258292735898761,0.375,0.16,1
"Pbx1",0.112530479905162,-0.890981246363007,0,0.244,1
"Nlrp3",0.112820369475777,0.263376791099114,0.5,0.238,1
"Sla",0.113070977543017,-0.870677241446848,0,0.244,1
"Pik3ca",0.113617190852916,0.259466167031776,0.25,0.087,1
"Tor3a",0.113671226641976,0.71122848779172,0.125,0.031,1
"Kdm6b",0.114432010326428,-0.645582209791189,0,0.242,1
"Ikzf1",0.114432010607209,-0.623224582905961,0,0.242,1
"Gm2a",0.115191301172433,0.653366774187125,0.5,0.302,1
"Eif4a3",0.115274002747295,0.504452389061382,0.25,0.095,1
"Clk1",0.115307770570269,0.709082818976556,0.5,0.302,1
"Gm10263",0.115391522122055,0.278593011820506,0.5,0.228,1
"Ormdl1",0.115966352599823,0.840633036431838,0.125,0.031,1
"Map2k7",0.116933479978887,0.432275508557716,0.125,0.031,1
"Cytip",0.117092906627094,-0.900439848703232,0.375,0.638,1
"Cebpb",0.118444228683565,-0.910513417024311,0.75,0.772,1
"Gm5150",0.119165713927864,-0.556237759472867,0,0.237,1
"Arf1",0.119180190761279,-0.478602554463324,0.125,0.464,1
"Psme1",0.119804640697321,0.40183113714964,0.375,0.168,1
"Gm15800",0.120303767921172,-0.446130914476468,0,0.236,1
"Cand1",0.120661189608071,0.375026891408168,0.125,0.031,1
"Slc6a6",0.121024149025065,-0.705284018786923,0.125,0.406,1
"D930015E06Rik",0.121042336245515,0.373398115874775,0.25,0.098,1
"Cd84",0.121402990423248,-0.8442804915239,0.125,0.358,1
"Zranb2",0.121603677769075,0.548419870513722,0.125,0.032,1
"Nr3c1",0.122317977144138,-0.510074640291466,0,0.234,1
"Il1f9",0.122608088180274,-0.5425455748216,0,0.234,1
"Cdc27",0.122608088229876,-0.535029861483822,0,0.234,1
"Dcp2",0.12329850801933,0.259318098531834,0.125,0.032,1
"Tm9sf3",0.123328386070219,0.62724970090189,0.375,0.2,1
"G6pdx",0.123605371299262,0.403412007339756,0.375,0.167,1
"Slc11a1",0.123774498050539,-0.501571900679536,0,0.233,1
"Nom1",0.124067596768646,-0.455049992960184,0,0.233,1
"Zmiz1",0.124181563374901,0.485520973596646,0.25,0.093,1
"Fndc3a",0.124438604210302,0.263532190432234,0.125,0.032,1
"Rps14",0.124869395366607,0.36395850013738,0.875,0.599,1
"Snip1",0.125011727275628,0.406605589528108,0.125,0.032,1
"Ezr",0.12513543173564,-0.853854654226051,0.125,0.376,1
"Mef2d",0.125166443413374,0.646752535009693,0.375,0.186,1
"Diap1",0.125419518049359,0.445687008706712,0.625,0.327,1
"Lamp1",0.125542127978305,-0.616604460438981,0,0.231,1
"Taok3",0.126214939960181,0.438686097383318,0.25,0.102,1
"Seh1l",0.12739243060903,0.269222351904831,0.125,0.032,1
"Gm11942",0.127501623021528,0.395448397699837,0.125,0.033,1
"Rpl10",0.12835296945732,0.379579251262469,0.75,0.498,1
"Gm11960",0.128536831295227,-0.427859990136192,0,0.228,1
"Ppp3ca",0.129335347458987,0.660951367240287,0.5,0.324,1
"Fam101b",0.130669844761362,-0.695950391166199,0,0.226,1
"Slc39a9",0.131019030359407,0.530526128300764,0.125,0.033,1
"Trim30a",0.131284899318444,-0.726446423807272,0,0.226,1
"Sf3b2",0.131593369109478,-0.606564529838154,0,0.225,1
"Csnk1e",0.13314519877346,-0.591172397971623,0,0.224,1
"Ctss",0.133145198933051,-0.955757405664053,0,0.224,1
"Atox1",0.133457468723824,-0.473048526588504,0,0.224,1
"Il6ra",0.133457468937038,-0.528989306210084,0,0.224,1
"Hck",0.134083923140213,-0.49750708318444,0,0.223,1
"Capn1",0.134712937909351,-0.497446692844499,0,0.222,1
"Cst3",0.134792027165668,-0.830000362444945,0.25,0.445,1
"Hist2h2aa1",0.13502840868669,-0.523122952560887,0,0.222,1
"Hnrnpm",0.135370869687318,0.67377963779725,0.375,0.194,1
"Oaz1",0.135521938142538,0.451621653869812,0.75,0.505,1
"Neurl3",0.136026501660773,0.285762831890018,0.625,0.352,1
"Slfn4",0.136296741836806,-1.13363192311086,0,0.221,1
"Mlf2",0.136489231072361,0.611600085019578,0.25,0.105,1
"Gm9025",0.13692553967777,-0.631230677035865,0.125,0.35,1
"Ngly1",0.137694646761466,0.490003559798098,0.25,0.101,1
"Zc3h13",0.138738939553453,0.379781599904245,0.125,0.034,1
"Smap1",0.13900742578816,0.376344623643239,0.25,0.095,1
"Ddx17",0.139869986812373,0.434491842928347,0.375,0.184,1
"Rab7",0.139923727094823,-0.707020525759251,0.125,0.391,1
"Stap1",0.140292931260402,0.33256395501631,0.25,0.096,1
"BC030499",0.140490940992224,-0.507318935160399,0,0.217,1
"Adprh",0.140556166566607,0.757497871409919,0.375,0.213,1
"Cxcr2",0.141387475663082,-0.832948668270258,0.625,0.705,1
"AF251705",0.141474701572111,-0.55252859442872,0,0.216,1
"Cpeb4",0.141478163186245,0.330474777016876,0.125,0.034,1
"Ank2",0.141616520202708,0.314332835273908,0.375,0.166,1
"Rpl9-ps6",0.141685098027911,0.420383601272058,0.625,0.422,1
"Atp5f1",0.14213388625683,-0.423206164659022,0,0.216,1
"Ppt1",0.142133886425584,-0.51001988500491,0,0.216,1
"Fosl2",0.142270782304126,-0.952298844638313,0.25,0.459,1
"Cox6b1",0.143793632750272,-0.536886734487263,0,0.214,1
"Entpd1",0.144797613688101,-0.605443441598778,0,0.213,1
"Cpd",0.14513363773198,-0.656808156107601,0,0.213,1
"Coro1b",0.145133638075593,-0.465856843399605,0,0.213,1
"Hist2h2aa2",0.145470346118996,-0.502591027243785,0,0.213,1
"Smap2",0.145807739974774,-0.548680846678362,0,0.212,1
"Rpl10-ps3",0.146462607847569,0.313959626171678,0.625,0.379,1
"Ankrd33b",0.147846570530392,-0.57740434814017,0,0.211,1
"Fli1",0.148357817623579,0.44165419989163,0.375,0.174,1
"Ttpal",0.148934412736766,0.359251439123446,0.125,0.035,1
"Dpp9",0.149248486529333,0.440585644128775,0.125,0.035,1
"Ergic2",0.149966150876176,0.343040587708662,0.375,0.183,1
"Retnlb",0.15025685034975,-0.538286845420539,0,0.209,1
"Mrps12",0.150302401872646,0.296060982145022,0.125,0.035,1
"Zfp36l1",0.151300370743728,-0.782657935638902,0,0.208,1
"Csnk1a1",0.15156517034098,0.388313540754652,0.375,0.184,1
"Coq10b",0.151999593531858,-0.582065167126742,0,0.207,1
"Gdi1",0.151999593770241,-0.624671711484581,0,0.207,1
"Ccdc23",0.152417081622694,0.293358038126277,0.125,0.035,1
"5031439G07Rik",0.15270166401949,-0.469262209251912,0,0.207,1
"Map2k3",0.153053770288174,-0.519086546052662,0,0.206,1
"Kansl2",0.154988615722421,0.356777790586629,0.125,0.035,1
"Pilrb1",0.155181499296023,-0.46730049381642,0,0.205,1
"Impad1",0.155197703285937,0.714246519938427,0.125,0.036,1
"Hnrnpc",0.155751220615185,-0.736556779447235,0.125,0.333,1
"Ptafr",0.155896525721296,-0.535565597753668,0,0.204,1
"Timm10b",0.155896525782211,-0.436197702141271,0,0.204,1
"Rab32",0.15661446362898,-0.68216435249729,0,0.203,1
"Plcg2",0.156614463751297,-0.607972612040209,0,0.203,1
"Crlf2",0.156974527223646,-0.426046483092787,0,0.203,1
"Tmlhe",0.15722437251922,0.298521631401042,0.25,0.101,1
"Ddx39b",0.159554433178458,0.316578995092604,0.375,0.17,1
"Snx18",0.159881527818664,-0.525981376991266,0,0.201,1
"Polr2a",0.160615690398219,-0.44596685459034,0,0.2,1
"Rdh12",0.160615690585758,-0.61728743314719,0,0.2,1
"Cd300a",0.160641500762833,-0.692658674526205,0.125,0.333,1
"Commd2",0.160853970968312,0.343748462951233,0.125,0.036,1
"Rpl9",0.16155390826938,0.393247493601618,0.625,0.432,1
"Bckdha",0.161838873297423,0.375152399416458,0.125,0.036,1
"Mrpl10",0.162092995543232,-0.382673399457291,0,0.199,1
"Notch2",0.163208880946056,-0.41240479361249,0,0.198,1
"Wasf2",0.163208881072838,-0.531887641165789,0,0.198,1
"C5ar1",0.16342997783641,-1.10171738350961,0.375,0.515,1
"Mtf2",0.163490484996386,0.319207713947663,0.125,0.036,1
