"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round1_20151128_p_val","round1_20151128_avg_log2FC","round1_20151128_pct.1","round1_20151128_pct.2","round1_20151128_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Cd63",5.74563362632845e-10,1.21244817695117,0.272,0.152,1.62055596430594e-05,1.44344474146406e-54,1.29608543477123,0.451,0.189,4.07123589329939e-50,2.59023830946931e-75,1.10813930330561,0.454,0.209,7.30576715185819e-71,5.74563362632845e-10,7.77071492840798e-75
"Gngt2",6.32054266756453e-15,0.351082413779993,0.194,0.06,1.78270905938658e-10,1.9528744512302e-21,0.364143872702277,0.263,0.119,5.50808238969479e-17,2.86402381225801e-75,0.433891796671425,0.306,0.079,8.07797916247372e-71,6.32054266756453e-15,8.592071436774e-75
"Osm",2.75381433221662e-10,-0.550370964235225,0.331,0.508,7.76713332401698e-06,5.74213752713009e-46,-0.559568643612015,0.38,0.709,1.61956988952704e-41,3.36556904079596e-75,-0.823541792495506,0.376,0.647,9.49258747956499e-71,2.75381433221662e-10,1.00967071223878e-74
"Bcl2a1a",7.42852315801841e-20,0.294982760382064,0.13,0.017,2.09521495671909e-15,4.20407648821098e-39,0.250950722829928,0.165,0.011,1.18575977349991e-34,2.15733362478619e-74,0.289709819566542,0.173,0.013,6.08475948870945e-70,7.42852315801841e-20,6.47200087435863e-74
"Dck",1.29198018753763e-08,-0.741933571062967,0.04,0.139,0.00036440301189499,3.75242901438963e-73,-0.951689293616757,0.116,0.446,1.05837260350859e-68,3.17687173753035e-72,-0.730142956540809,0.174,0.431,8.96036673570434e-68,1.29198018753763e-08,1.12572870431689e-72
"Fth1",2.39590866593789e-05,0.735172581964648,0.885,0.933,0.675766039227782,5.01514198742024e-29,0.761522655757719,0.981,0.987,1.41452079755188e-24,2.7098889205333e-72,0.882493553250973,0.967,0.972,7.64324170036419e-68,2.39590866593789e-05,8.12966676160001e-72
"Myl12b",6.14634588551968e-13,-0.427043434836625,0.353,0.547,1.73357685701083e-08,5.00505185754349e-45,-0.462626630514466,0.434,0.723,1.41167487642014e-40,2.20907451150272e-71,-0.521202181385986,0.491,0.71,6.23069465969343e-67,6.14634588551968e-13,6.62722353450818e-71
"AB124611",5.91784721130021e-08,-0.460286497488388,0.181,0.327,0.00166912880594722,1.44382914597128e-52,-0.597363652458001,0.217,0.533,4.072320106212e-48,2.67760953366249e-71,-0.651405587574093,0.227,0.497,7.55219768969506e-67,5.91784721130021e-08,8.03282860098756e-71
"Rpl22",5.31926671922275e-11,0.261388175599845,0.17,0.061,1.50029917815678e-06,2.36744584205838e-26,0.357982084281902,0.237,0.082,6.67738099752567e-22,3.55776408674908e-70,0.382103785977877,0.287,0.076,1.00346736066758e-65,5.31926671922275e-11,1.06732922602473e-69
"Amica1",1.40318570035605e-19,-0.759627036139508,0.236,0.493,3.95768526785425e-15,1.03491750663156e-50,-0.427703467102938,0.322,0.67,2.91898482745431e-46,6.00577133249818e-70,-0.59738346397743,0.378,0.648,1.69392780433111e-65,1.40318570035605e-19,1.80173139974943e-69
"Cxcr2",5.05662365239887e-12,-0.35902863320466,0.667,0.833,1.4262207011591e-07,5.37264133056332e-30,-0.34713910086564,0.715,0.934,1.51535348728538e-25,2.40297057026276e-69,-0.428349029541601,0.758,0.934,6.77757849342611e-65,5.05662365239887e-12,7.20891171078831e-69
